sampleName	SMTS	SMTSD	group	NTRK1_ENST00000358660.3	NTRK1_ENST00000368196.3	NTRK1_ENST00000392302.2	NTRK1_ENST00000489021.2	NTRK1_ENST00000497019.2	NTRK1_ENST00000524377.1	NTRK1_ENST00000530298.1	NTRK1_ENST00000531606.1	NTRK1_ENST00000533630.1	NTRK1_ENST00000534682.1	NTRK2_ENST00000277120.3	NTRK2_ENST00000304053.6	NTRK2_ENST00000323115.4	NTRK2_ENST00000359847.3	NTRK2_ENST00000376208.1	NTRK2_ENST00000376213.1	NTRK2_ENST00000376214.1	NTRK2_ENST00000395866.2	NTRK2_ENST00000395882.1	NTRK3_ENST00000317501.3	NTRK3_ENST00000355254.2	NTRK3_ENST00000357724.2	NTRK3_ENST00000360948.2	NTRK3_ENST00000394480.2	NTRK3_ENST00000537300.2	NTRK3_ENST00000540489.2	NTRK3_ENST00000542733.2	NTRK3_ENST00000557856.1	NTRK3_ENST00000557897.1	NTRK3_ENST00000558306.1	NTRK3_ENST00000558576.1	NTRK3_ENST00000558676.1	NTRK3_ENST00000559067.1	NTRK3_ENST00000559188.1	NTRK3_ENST00000559680.1	NTRK3_ENST00000559764.2	NTRK3_ENST00000560017.1	NTRK3_ENST00000560201.1	NTRK3_ENST00000560739.1
GTEX-NPJ8-0011-R4a-SM-2HML3	GTEX-NPJ8-0011-R4a-SM-2HML3	Brain	Brain - Amygdala	Normal2	0.0426443374084937	0	0	0	0	0	0.070389327891398	0	0	0	0	0.584962500721156	0	7.05202456048283	1.81557542886257	1.0703893278914	0	0.111031312388744	3.45285896471381	4.10181813422741	0	0.575312330687437	0	0.895302621333307	0	0	0	0	0.189033824390017	0.432959407276106	0	0.516015147003665	0.344828496997441	0	0	0	0	2.16992500144231	0
GTEX-OHPN-0011-R4A-SM-2I5FD	GTEX-OHPN-0011-R4A-SM-2I5FD	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.31034012061215	0	0.111031312388744	0.0565835283663675	0.070389327891398	0	0	0	0	4.8860623383456	0.604071323668861	0.584962500721156	0	0	0.815575428862573	2.74200621086674	0	0.124328135002202	0	0.6959938131099	2.17951105027151	0	0	0.0143552929770701	0.475084882948783	0.941106310946431	0	0.189033824390017	0	0	0	0	0	2.19534759832222	0.22650852980868
GTEX-P44H-0011-R4A-SM-2XCEW	GTEX-P44H-0011-R4A-SM-2XCEW	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.124328135002202	0	0.0840642647884745	0.27500704749987	0	0	0	0	0	6.73606362787181	1.89141918684608	0.855989697308481	1.46988597627446	0	1.65535182861255	2.71149490665009	0	0.321928094887362	0	0.823749360308273	0	0	0	0	0	0.594548549550354	0	0.137503523749935	0.16349873228288	0	0	0	0	0	0
GTEX-Q2AG-0011-R4A-SM-2HMKA	GTEX-Q2AG-0011-R4A-SM-2HMKA	Brain	Brain - Amygdala	Normal2	0	0	0	0.263034405833794	0.0840642647884745	0	0	0.124328135002202	0	0	0	1.50589092972996	0	7.59320435406329	2.33342373372519	2.45154083301783	0.970853654340484	0.400537929583729	5.40735275114004	4.29719141656586	0	0.941106310946431	0	1.65535182861255	0	0	0	0	0	0.526068811667588	0	0.565597175854225	0.411426245726465	0	0	0	0	0	0.124328135002202
GTEX-QDT8-0011-R4A-SM-32PKM	GTEX-QDT8-0011-R4A-SM-32PKM	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.111031312388744	0.0426443374084937	0	0.070389327891398	0	0	0	0	0	7.93840342367024	2.77610398807316	1.13750352374994	1.26903314645524	0.263034405833794	3.93451650158608	3.72246602447109	0	0.782408564927373	0	1.57046293102604	0	0	0	0	0	1.81147103052984	0	0.0976107966264223	0	0	0	0	0	0	0
GTEX-QMR6-0011-R4A-SM-32PKU	GTEX-QMR6-0011-R4A-SM-32PKU	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.214124805352847	0	0	0.443606651475615	0	0.31034012061215	0	0.432959407276106	0	7.11270013274936	1.48542682717024	1.25096157353322	0.20163386116965	0	1.66448284036468	2.94110631094643	0	0	0	1.19534759832222	0	0	0	0	0.823749360308273	1.20163386116965	0	0	0	0	0	0	0	0	0
GTEX-QVJO-0011-R4A-SM-2S1QL	GTEX-QVJO-0011-R4A-SM-2S1QL	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.214124805352847	0	0.0840642647884745	0	0	0	0	1.67807190511264	0	8.20603754624659	2.76765479823735	1.37295209791183	2.03913839390696	0.422233000683048	5.17990909001493	4.16269343221124	0	0.831877241191673	0	1.76553474636298	0	0	0	0	0	0.632268215499513	0	0.214124805352847	0	0	0	0	0	2.14730669878029	0
GTEX-QVUS-0011-R4A-SM-3GAE7	GTEX-QVUS-0011-R4A-SM-3GAE7	Brain	Brain - Amygdala	Normal2	0	0	0.0285691521967709	0.545968369105293	0	0	0	0	0	0	0	0	0	7.60510907383293	2.44890095114513	1.21412480535285	0.622930350920177	0	2.06350294230616	3.72574115650395	0	0	0	1.07724299893246	0	0	0	0	0	1.36737106564853	0	0.22650852980868	0	0	0	0	0	0	0
GTEX-R55E-0011-R4A-SM-2TC5H	GTEX-R55E-0011-R4A-SM-2TC5H	Brain	Brain - Amygdala	Normal2	0	0	0	0	0	0.176322772640463	0	0	0	0.0976107966264223	0	1.4541758931858	0	7.48944659862258	2.14730669878029	3.17472598770613	0	0.263034405833794	4.81864608282254	3.71039319217052	0	1.0496307677246	0	1.4276061727819	0	0	0	0	0	0.584962500721156	0	0	0.970853654340484	0	0	0	0	0.516015147003665	0
GTEX-RNOR-0011-R4A-SM-3GAD3	GTEX-RNOR-0011-R4A-SM-3GAD3	Brain	Brain - Amygdala	Normal2	0	0	0.150559676575381	0	0	0	0	0	0	0	0	0	0	7.76818432477693	2.57288966842058	0.584962500721156	1.77399632511117	0	3.91169158187234	3.73768676140986	0	0.464668267003444	0	1.09761079662642	0	0	0	0	0	0.27500704749987	0	0.344828496997441	0.925999418556223	0	0	0	0	0	0
GTEX-S7SE-0011-R4A-SM-2XCDB	GTEX-S7SE-0011-R4A-SM-2XCDB	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.111031312388744	0	0	0	0	0	0	0.7311832415722	0	7.38887833881199	2.21101219348551	1.89141918684608	0.790772037862	0	4.29425313644451	3.8073549220576	0	0.238786859587116	0	1.46988597627446	0	0	0	0	0	0.75702324650746	0	0.137503523749935	0.214124805352847	0	0	0	0	0.790772037862	0
GTEX-T5JC-0011-R4A-SM-32PLT	GTEX-T5JC-0011-R4A-SM-32PLT	Brain	Brain - Amygdala	Normal2	0	0	0	0.22650852980868	0.124328135002202	0	0.0976107966264223	0.31034012061215	0	0	0	1.33913738491959	0	7.65391987311942	1.78240856492737	1.56071495447448	0.411426245726465	0.16349873228288	3.75595576955096	4.10601323762212	0	0.27500704749987	0	1.36737106564853	0	0	0	0	0	1.03562390973072	0	0.545968369105293	0.16349873228288	0	0	0	0.604071323668861	0	0
GTEX-T6MN-0011-R4A-SM-32QPG	GTEX-T6MN-0011-R4A-SM-32QPG	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.0426443374084937	0	0	0.367371065648529	0	0	0	0	0	7.83668159332712	2.26603689399532	1.44890095114513	0	0	2.95977015521147	3.52356195605701	0	0.298658315564515	0	1.1243281350022	0	0	0	0	0	0	0	0	0.356143810225275	0	0	0	0	0	0
GTEX-TSE9-0011-R4A-SM-3DB7H	GTEX-TSE9-0011-R4A-SM-3DB7H	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.070389327891398	0.0426443374084937	0	0.0976107966264223	0	0.0565835283663675	0	0	0	6.97842446544086	1.83592407425437	0.594548549550354	0.7311832415722	0.070389327891398	3.02502879449152	3.30305008468167	0	0.0976107966264223	0	1.17632277264046	0	0	0	0	0.20163386116965	0	0	0	0.111031312388744	0	0	0	0	0	0
GTEX-UTHO-0011-R4A-SM-3GIJP	GTEX-UTHO-0011-R4A-SM-3GIJP	Brain	Brain - Amygdala	Normal2	0	0	0	0	0	0.250961573533219	0	0	0	0	0	0	0	5.06263982828646	0.879705766282288	1.09761079662642	0	0	0.505890929729957	3.10097764772482	0	0.495695162624069	0	0.970853654340484	0	0	0	0	0	1.29278174922785	0	0	0	0	0	0	0	0	0
GTEX-WHSE-0011-R4A-SM-3P5ZN	GTEX-WHSE-0011-R4A-SM-3P5ZN	Brain	Brain - Amygdala	Normal2	0	0	0.0285691521967709	0.356143810225275	0.124328135002202	0	0.22650852980868	0	0	0.111031312388744	0	0.823749360308273	0	6.73876783680019	1.82781902461732	1.83187724119167	1.11769504266975	0.250961573533219	5.07553263116736	3.5909612413426	0	0.286881147788162	0	1.56559717585423	0	0	0	0	0.176322772640463	1.79493566280354	0.176322772640463	0.31034012061215	0.432959407276106	0	0	0	0	1.6507645591169	0.189033824390017
GTEX-WVLH-0011-R4A-SM-3MJFS	GTEX-WVLH-0011-R4A-SM-3MJFS	Brain	Brain - Amygdala	Normal2	0	0	0.176322772640463	0.0143552929770701	0	0.0426443374084937	0.0285691521967709	0.0840642647884745	0	0	0	0.84799690655495	0	8.32102612859297	2.62993940943954	1.02856915219677	2.17951105027151	0.367371065648529	5.54565954002547	3.93734439215023	0	0.367371065648529	0	1.44890095114513	0	0	0	0	0.516015147003665	0.713695814843359	0	0.344828496997441	0.16349873228288	0	0	0	0	1.31614574229336	0
GTEX-WZTO-0011-R4A-SM-3NMC7	GTEX-WZTO-0011-R4A-SM-3NMC7	Brain	Brain - Amygdala	Normal2	0	0	0.16349873228288	0	0	0.0565835283663675	0.0565835283663675	0	0	0	0	1.22032995487956	0	6.41531924814038	1.91456452349394	1.85598969730848	0	0.0426443374084937	3.13257684267001	3.854993016757	0	0.887525270741587	0	1.64154602908752	0	0	0	0	0.37851162325373	0.910732661902913	0.176322772640463	0	0	0	0	0	0	0	0
GTEX-X4XX-0011-R4B-SM-46MWL	GTEX-X4XX-0011-R4B-SM-46MWL	Brain	Brain - Amygdala	Normal2	0	0.070389327891398	0	0	0	0	0.124328135002202	0.20163386116965	0.0426443374084937	0	0	0.84799690655495	0	4.55090066464752	0.475084882948783	0.584962500721156	0	0	0.985500430304885	3.16832111573972	0	0	0	0.7311832415722	0	0	0	0.27500704749987	0.263034405833794	0.748461233004036	0	0.16349873228288	0	0	0	0	0	0.782408564927373	0
GTEX-X585-0011-R4B-SM-46MVH	GTEX-X585-0011-R4B-SM-46MVH	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.37851162325373	0.238786859587116	0	0	0	0	0	0	0	5.40667271575583	1.20789285164133	1.15055967657538	0	0.16349873228288	2.41413553298445	3.37155886261196	0	0.189033824390017	0	1.21412480535285	0	0	0	0	0.298658315564515	0.613531652917927	0	0.214124805352847	0	0	0	0	0	1.44360665147561	0
GTEX-XLM4-0011-R4B-SM-4AT5C	GTEX-XLM4-0011-R4B-SM-4AT5C	Brain	Brain - Amygdala	Normal2	0	0.176322772640463	0	0	0	0	0	0.16349873228288	0	0	0	0.565597175854225	0	7.16390121381454	2.114367024952	1.94860084749336	0	0.111031312388744	5.01569380710515	3.99548451887751	0	0.31034012061215	0	1.4276061727819	0	0	0	0	0	1.43829285157915	0.286881147788162	0.31034012061215	1.24488705912353	0	0	0	0	1.42223300068305	0
GTEX-YFC4-0011-R4a-SM-4RGLQ	GTEX-YFC4-0011-R4a-SM-4RGLQ	Brain	Brain - Amygdala	Normal2	0	0	0	0	0.137503523749935	0.0976107966264223	0.0426443374084937	0.189033824390017	0	0	0	1.31034012061215	0	6.69348695749933	1.20789285164133	1.7311832415722	0	0.176322772640463	2.88947354253111	3.53231695933277	0	0.298658315564515	0	1.29865831556452	0	0	0	0	0.20163386116965	0.831877241191673	0	0.475084882948783	0.389566811762726	0	0	0.20163386116965	0	0	0
GTEX-ZAB4-0011-R4a-SM-4SOKB	GTEX-ZAB4-0011-R4a-SM-4SOKB	Brain	Brain - Amygdala	Normal2	0	0.124328135002202	0	0	0	0.0565835283663675	0.150559676575381	0	0	0	0	0.910732661902913	0	5.44956137461324	1.0703893278914	1.18269229751619	0	0.124328135002202	0.37851162325373	3.18586654531133	0	0.321928094887362	0	0.970853654340484	0	0	0	0	0.321928094887362	0.831877241191673	0	0	0	0	0	0	0	0.505890929729957	0
GTEX-ZVZQ-0011-R4b-SM-57WCZ	GTEX-ZVZQ-0011-R4b-SM-57WCZ	Brain	Brain - Amygdala	Normal2	0	0.124328135002202	0	0	0	0	0	0	0	0	0	1.53605290024021	0	7.2460279805281	1.44890095114513	2.0036022366802	0	0.321928094887362	5.07339181605292	3.60999129521268	0	0.622930350920177	0	1.24488705912353	0	0	0	0	0.27500704749987	0.495695162624069	0.124328135002202	0.137503523749935	0.594548549550354	0	0	0	0	0	0
GTEX-11GSO-0011-R3b-SM-57WB2	GTEX-11GSO-0011-R3b-SM-57WB2	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.137503523749935	0	0	0	0	0	0	0.0285691521967709	0	6.5281024293024	2.56559717585422	1.46466826700344	2.10768786931437	0	0.948600847493356	3.75915583380027	0	0.367371065648529	0	1.61353165291793	0	0	0	0	0.443606651475615	0.782408564927373	0	0.356143810225275	0.176322772640463	0	0	0	0	1.89141918684608	0
GTEX-11UD1-0011-R3a-SM-5BC6S	GTEX-11UD1-0011-R3a-SM-5BC6S	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0840642647884745	0	0	0.0426443374084937	0	0	0	1.08406426478847	0	8.15076274435542	2.44095219802964	1.68257329734758	0.432959407276106	0.137503523749935	4.30888505741176	3.82578562746479	0	0.495695162624069	0	1.15055967657538	0	0	0	0	0.594548549550354	0.505890929729957	0.111031312388744	0.411426245726465	0.344828496997441	0	0	0	0	0.464668267003444	0
GTEX-11ZTS-0011-R3a-SM-5BC78	GTEX-11ZTS-0011-R3a-SM-5BC78	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.111031312388744	0	0.0285691521967709	0.124328135002202	0	0.0143552929770701	0	0.765534746362977	0	6.97039353791468	1.27500704749987	1.10433665981474	0.0285691521967709	0	3.3743439890385	3.0496307677246	0	0.124328135002202	0	0.823749360308273	0	0	0	0.20163386116965	0	1.0496307677246	0.189033824390017	0	0.150559676575381	0	0	0	0	1.70043971814109	0
GTEX-11ZVC-0011-R3a-SM-5BC6V	GTEX-11ZVC-0011-R3a-SM-5BC6V	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0285691521967709	0	0	0.111031312388744	0	0	0	0	0	5.92029330021101	0.963474123974886	0.27500704749987	0.367371065648529	0	2.02856915219677	2.37016428054021	0	0.111031312388744	0	0.594548549550354	0	0	0	0	0	0.0840642647884745	0.070389327891398	0	0.137503523749935	0	0	0	0	1.68706068833989	0
GTEX-12WSC-0011-R3a-SM-5P9F1	GTEX-12WSC-0011-R3a-SM-5P9F1	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0285691521967709	0.0285691521967709	0.0976107966264223	0.0426443374084937	0	0	0	0.545968369105293	0	5.14608493861619	1.76128527336162	1.58014548442338	0.0143552929770701	0.0285691521967709	0.0976107966264223	3.09761079662642	0	0.286881147788162	0	1.10433665981474	0	0	0	0	0.250961573533219	0.176322772640463	0	0.124328135002202	0.263034405833794	0	0	0	0	1.97819562968165	0
GTEX-12WSD-0011-R3b-SM-5LZWN	GTEX-12WSD-0011-R3b-SM-5LZWN	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0565835283663675	0	0	0.070389327891398	0	0.070389327891398	0	0.137503523749935	0	6.43579525437006	1.27500704749987	0	0.411426245726465	0	1.6507645591169	3.12101540096137	0	0.150559676575381	0	0.956056652412403	0	0	0	0	0.22650852980868	0	0	0.0143552929770701	0.150559676575381	0	0	0	0	1.57046293102604	0.124328135002202
GTEX-12WSF-0011-R3a-SM-5DUW7	GTEX-12WSF-0011-R3a-SM-5DUW7	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.176322772640463	0	0.0840642647884745	0	0	0	0	0.933572638261024	0	5.76394266044725	1.41683974191283	1.90303827011291	0.641546029087524	0	1.13750352374994	2.98367769469807	0	0.495695162624069	0	1.10433665981474	0	0	0	0	0	0.75702324650746	0	0	0.641546029087524	0	0	0	0	0.526068811667588	0
GTEX-12WSM-0011-R3b-SM-5LZWI	GTEX-12WSM-0011-R3b-SM-5LZWI	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.124328135002202	0	0	0	0	0	0	0.565597175854225	0	6.30414594120295	2.1407786557828	1.53106949272595	0	0	1.50589092972996	3.76022094646651	0	0.604071323668861	0	1.50589092972996	0	0	0	0	0	0	0.111031312388744	0	0.176322772640463	0	0	0	0	1.41142624572647	0
GTEX-12ZZW-0011-R3a-SM-5DUWW	GTEX-12ZZW-0011-R3a-SM-5DUWW	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0.0426443374084937	0	0	0	0	0	0.070389327891398	0	0	0	0.124328135002202	0	5.86839045305445	1.33913738491959	0.0976107966264223	0.632268215499513	0	2.04614178164472	2.84599177066457	0	0	0	0.565597175854225	2.8499992594661	0	0	0	0	0.839959587489532	0	0.31034012061215	0.495695162624069	0	0	0	0	1.57046293102604	0
GTEX-12ZZX-0011-R3b-SM-5EGLH	GTEX-12ZZX-0011-R3b-SM-5EGLH	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.070389327891398	0.16349873228288	0	0.22650852980868	0	0	0	1.10433665981474	0	7.37155886261196	2.18903382439002	2.08746284125034	0.815575428862573	0.250961573533219	4.35755200461808	3.77610398807316	0	0.575312330687437	0	1.51096191927738	0	0	0	0	0	0.516015147003665	0	0.321928094887362	0.27500704749987	0	0	0	0	1.40053792958373	0
GTEX-12ZZZ-0011-R3b-SM-5DUXK	GTEX-12ZZZ-0011-R3b-SM-5DUXK	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0.0976107966264223	0.150559676575381	0	0	0.27500704749987	0	0.137503523749935	0	0	0	6.82908844400489	1.91073266190291	1.27500704749987	0.978195629681652	0.0426443374084937	2.77188557851537	3.36876834909033	0	0.632268215499513	0	1.37295209791183	0	0	0	0	0	0.815575428862573	0	0	0.432959407276106	0	0	0	0	1.88362081628567	0
GTEX-13112-0011-R3b-SM-5HL9L	GTEX-13112-0011-R3b-SM-5HL9L	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0.16349873228288	0	0	0	0	0	0.189033824390017	0	0	0	0	0	7.12928301694497	1.97085365434048	1.24488705912353	0	0.0565835283663675	2.60407132366886	3.47767732756531	0	0.286881147788162	0	1.32768736417605	3.08915913191124	0	0	0	0	0.831877241191673	0	0.250961573533219	0.20163386116965	0	0	0	0	1.29865831556452	0
GTEX-1313W-0011-R3a-SM-5EGLI	GTEX-1313W-0011-R3a-SM-5EGLI	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0.0976107966264223	0	0	0	0.0565835283663675	0.356143810225275	0	0	0	0.773996325111173	0	4.73335434061383	2.25096157353322	3.24640808724638	1.51601514700366	0.070389327891398	0	3.27947129564447	0	0.918386234446348	0	1.26903314645524	2.01435529297707	0	0	0	0	0.495695162624069	0.111031312388744	0.189033824390017	0.189033824390017	0	0	0	0	0.650764559116902	0
GTEX-131XH-0011-R3b-SM-5DUWM	GTEX-131XH-0011-R3b-SM-5DUWM	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0	0.286881147788162	0	0	0	0	0	1.23878685958712	0	6.13381009110603	2.51096191927738	3.63343121035563	2.04264433740849	0.124328135002202	2.39231742277876	4.03298241669943	0	0.411426245726465	0	2.13422093976063	3.29865831556452	0	0.111031312388744	0	0.321928094887362	1.79493566280354	0	1.36176835941915	1.21412480535285	0	0	0	0	0.823749360308273	0
GTEX-131YS-0011-R3b-SM-5DUXB	GTEX-131YS-0011-R3b-SM-5DUXB	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.124328135002202	0	0	0.0840642647884745	0	0.0976107966264223	0	0.443606651475615	0	5.68116812041669	2.25701061820602	1.82781902461732	0.545968369105293	0	0	3.4995270242151	0	0.604071323668861	0	1.40599235967584	0	0	0	0	0.286881147788162	1.43295940727611	0	0.263034405833794	0.613531652917927	0	0	0	0	1.37295209791183	0
GTEX-139T8-0011-R3b-SM-5HL4R	GTEX-139T8-0011-R3b-SM-5HL4R	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0.189033824390017	0	0.176322772640463	0	0	0	0.475084882948783	0	0	0	0	0	4.64327899631198	1.11769504266975	0.070389327891398	0.464668267003444	0.0426443374084937	0.659924558402378	2.48026512205446	0	0.150559676575381	0	0.53605290024021	0	0	0	0.124328135002202	0	0	0	0	0	0	0	0	0	1.78659636189081	0
GTEX-139TT-0011-R3b-SM-5K7VL	GTEX-139TT-0011-R3b-SM-5K7VL	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0.070389327891398	0	0	0	0.333423733725192	0.111031312388744	0.0426443374084937	0	0	0	0	0	0	6.87159726561385	1.85199883711245	1.49569516262407	0.495695162624069	0.22650852980868	4.12350066435096	3.45285896471381	0	0.250961573533219	0	1.26303440583379	0	0	0	0	0.20163386116965	0.66902676550963	0	0.250961573533219	0.298658315564515	0	0	0	0	1.29278174922785	0
GTEX-13CF2-0011-R3b-SM-5LZZ6	GTEX-13CF2-0011-R3b-SM-5LZZ6	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.111031312388744	0.0840642647884745	0.0426443374084937	0	0	0	0	1.15055967657538	0	7.2807707701306	1.90303827011291	1.34482849699744	0.790772037862	0.0565835283663675	3.29278174922785	3.65420637794429	0	0.432959407276106	0	1.42223300068305	3.89627184880738	0	0	0	0.263034405833794	0.765534746362977	0	0	0	0	0	0	0	0.432959407276106	0
GTEX-13CIG-0011-R3b-SM-5K7XF	GTEX-13CIG-0011-R3b-SM-5K7XF	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	6.69209237542757	1.65535182861255	0.367371065648529	1.09761079662642	0.0565835283663675	4.23342794374847	3.61353165291793	0	0.641546029087524	0	1.19534759832222	0	0	0	0	0	0.871843648509318	0	0	0.650764559116902	0	0	0	0	1.76128527336162	0
GTEX-13CZV-0011-R3a-SM-5KM27	GTEX-13CZV-0011-R3a-SM-5KM27	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0	0	0.189033824390017	0.176322772640463	0	0	0	0.0285691521967709	0	7.35931031689044	2.28983446517751	1.09085343045111	1	0.189033824390017	4.48220292629596	3.89917563048051	0	0.263034405833794	0	1.58496250072116	0	0	0	0.516015147003665	0	0.659924558402378	0	0	0.356143810225275	0	0	0	0	1.97085365434048	0.124328135002202
GTEX-13FHO-0011-R3b-SM-5K7YA	GTEX-13FHO-0011-R3b-SM-5K7YA	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0.124328135002202	0	0.124328135002202	0	0	0.22650852980868	0	0	0	1.36176835941915	0	7.5668151540109	2.72900887033786	1.97085365434048	0.75702324650746	0.0840642647884745	4.86740230572754	3.78240856492737	0	0.263034405833794	0	1.22650852980868	2.07724299893246	0	0	0.0840642647884745	0.20163386116965	0.641546029087524	0.176322772640463	1.08406426478847	0	0	0	0	0	2.03562390973072	0
GTEX-13FLV-0011-R3b-SM-5LZYP	GTEX-13FLV-0011-R3b-SM-5LZYP	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0285691521967709	0	0	0.31034012061215	0	0	0	0.739848102699327	0	7.40087943628218	1.96716860753263	1.06350294230616	0.584962500721156	0.111031312388744	4.48607074373567	3.63575439127776	0	0.111031312388744	0	1.1243281350022	0	0	0	0	0	0.650764559116902	0	0.321928094887362	0.189033824390017	0	0	0	0	0.704871964456353	0
GTEX-13IVO-0011-R3b-SM-5IJBJ	GTEX-13IVO-0011-R3b-SM-5IJBJ	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0	0	0	0	0	0	0	0.495695162624069	0	5.21140163741847	0.432959407276106	0.526068811667588	0	0.0426443374084937	1.4594316186373	2.6667565918848	0	0.356143810225275	0	0.516015147003665	0	0	0	0	0.176322772640463	0.367371065648529	0	0	0	0	0	0	0	1.74846123300404	0.189033824390017
GTEX-13JVG-0011-R3b-SM-5LZXF	GTEX-13JVG-0011-R3b-SM-5LZXF	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.0976107966264223	0	0	0.66902676550963	0	0.150559676575381	0	1.42223300068305	0	7.18090370917938	1.22032995487956	1.03562390973072	0	0	3.5981269599196	3.73443866613717	0	0.189033824390017	0	1.23878685958712	0	0	0	0	0.250961573533219	0.66902676550963	0	0.454175893185802	0.31034012061215	0	0	0	0	1.86393845042397	0
GTEX-13N1W-0011-R3a-SM-5MR5E	GTEX-13N1W-0011-R3a-SM-5MR5E	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0.298658315564515	0.124328135002202	0.0565835283663675	0	0	0	0	0.137503523749935	0	6.10685079645022	2.30451104180995	1.40599235967584	1.42223300068305	0	2.20476675065461	4.0746766862945	0	0.75702324650746	0	1.89530262133331	1.40053792958373	0	0	0	0.333423733725192	0.933572638261024	0.176322772640463	1.0496307677246	0	0	0	0	0	2.37851162325373	0
GTEX-13N2G-0011-R3b-SM-5MR5G	GTEX-13N2G-0011-R3b-SM-5MR5G	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0.124328135002202	0	0	0	0	0.0565835283663675	0.214124805352847	0	0	0	0	0	6.78659636189081	1.4594316186373	0.831877241191673	0.55581615506164	0.070389327891398	4.16430358309365	4.02945288578697	0	0.678071905112638	0	1.11103131238874	0	0	0	0	0	0.263034405833794	0	0.475084882948783	0.344828496997441	0	0	0	0	0	0.124328135002202
GTEX-13NYS-0011-R3b-SM-5MR41	GTEX-13NYS-0011-R3b-SM-5MR41	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0.400537929583729	0	0	0	0.16349873228288	0.22650852980868	0	0	0	0	0	7.13134253912326	1.83187724119167	1.08406426478847	0.53605290024021	0.0565835283663675	4.14730669878029	4.92457500339273	0	1.44890095114513	0	2.02502879449152	0	0	0	0	0.22650852980868	0.356143810225275	0.20163386116965	0.863938450423971	1.35049724708413	0	0	0	0	2.24792751344359	0.124328135002202
GTEX-13O3O-0011-R3b-SM-5KM3R	GTEX-13O3O-0011-R3b-SM-5KM3R	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0	0	0	0.0565835283663675	0.0840642647884745	0.16349873228288	0	0.111031312388744	0	1.16992500144231	0	7.08108392868763	2.09085343045111	1.77399632511117	0	0	3.45285896471381	3.88752527074159	0	0.124328135002202	0	1.70043971814109	0	0	0	0	0.22650852980868	1.41683974191283	0	0.565597175854225	0.176322772640463	0	0	0	0	2.57046293102604	0
GTEX-13O3Q-0011-R3a-SM-5P9H3	GTEX-13O3Q-0011-R3a-SM-5P9H3	Brain	Brain - Anterior cingulate cortex (BA24)	Normal2	0	0	0.0143552929770701	0	0	0.0426443374084937	0.0426443374084937	0.150559676575381	0	0	0	0.344828496997441	0	6.83162393682075	2.64385618977472	1.97452931248388	1.4594316186373	0.111031312388744	3.34908214639109	3.65764000520782	0	0.238786859587116	0	1.4594316186373	1.60407132366886	0	0.0426443374084937	0.111031312388744	0.321928094887362	0.55581615506164	0	0.344828496997441	0.575312330687437	0	0	0	0.238786859587116	1.46988597627446	0.0426443374084937
