sampleName	SMTS	SMTSD	group	NTRK1_ENST00000358660.3	NTRK1_ENST00000368196.3	NTRK1_ENST00000392302.2	NTRK1_ENST00000489021.2	NTRK1_ENST00000497019.2	NTRK1_ENST00000524377.1	NTRK1_ENST00000530298.1	NTRK1_ENST00000531606.1	NTRK1_ENST00000533630.1	NTRK1_ENST00000534682.1	NTRK2_ENST00000277120.3	NTRK2_ENST00000304053.6	NTRK2_ENST00000323115.4	NTRK2_ENST00000359847.3	NTRK2_ENST00000376208.1	NTRK2_ENST00000376213.1	NTRK2_ENST00000376214.1	NTRK2_ENST00000395866.2	NTRK2_ENST00000395882.1	NTRK3_ENST00000317501.3	NTRK3_ENST00000355254.2	NTRK3_ENST00000357724.2	NTRK3_ENST00000360948.2	NTRK3_ENST00000394480.2	NTRK3_ENST00000537300.2	NTRK3_ENST00000540489.2	NTRK3_ENST00000542733.2	NTRK3_ENST00000557856.1	NTRK3_ENST00000557897.1	NTRK3_ENST00000558306.1	NTRK3_ENST00000558576.1	NTRK3_ENST00000558676.1	NTRK3_ENST00000559067.1	NTRK3_ENST00000559188.1	NTRK3_ENST00000559680.1	NTRK3_ENST00000559764.2	NTRK3_ENST00000560017.1	NTRK3_ENST00000560201.1	NTRK3_ENST00000560739.1
GTEX-11OC5-0726-SM-5P9JK	GTEX-11OC5-0726-SM-5P9JK	Brain	Brain - Cortex	Normal2	0	0	0	0	0.176322772640463	0.0426443374084937	0.238786859587116	0	0	0	0	0.0143552929770701	0	6.68369645430652	2.17312743348066	1.30451104180995	1.83187724119167	0.111031312388744	3.10265813136374	4.1407786557828	0	0.7311832415722	0	1.84799690655495	2.46988597627446	0	0	0	0.389566811762726	1.05658352836637	0	0.790772037862	0.855989697308481	0	0	0	0.565597175854225	0.75702324650746	0.111031312388744
GTEX-11ONC-2926-SM-5P9JM	GTEX-11ONC-2926-SM-5P9JM	Brain	Brain - Cortex	Normal2	0	0	0	0	0.176322772640463	0.22650852980868	0.0976107966264223	0.495695162624069	0	0	0	0.0143552929770701	0	6.64125699872677	2.19219416528334	0.925999418556223	1.49569516262407	0	2.98550043030489	4.15218341905505	0	0.722466024471091	0	1.74846123300404	0	0	0	0	0	0.748461233004036	0	0.505890929729957	0.475084882948783	0	0.189033824390017	0	0	1.0496307677246	0
GTEX-11PRG-2926-SM-5987A	GTEX-11PRG-2926-SM-5987A	Brain	Brain - Cortex	Normal2	0	0	0.250961573533219	0	0	0	0.070389327891398	0	0	0.070389327891398	0	0.400537929583729	0	6.12990118236507	2.28392177230762	2.01435529297707	2	0.176322772640463	2.31324585178756	3.84799690655495	0	0.839959587489532	0	1.57046293102604	3.36317107711924	0	0	0	0.400537929583729	1.1243281350022	0	0.505890929729957	0.367371065648529	0	0	0	0	0.124328135002202	0.238786859587116
GTEX-11TTK-2926-SM-5PNYP	GTEX-11TTK-2926-SM-5PNYP	Brain	Brain - Cortex	Normal2	0	0	0.0426443374084937	0	0.20163386116965	0	0.286881147788162	0	0	0	0	0.807354922057604	0	6.80606622608903	1.11769504266975	0.956056652412403	0	0	3.60050764534579	3.83187724119167	0	0.641546029087524	0	1.72683121703249	0	0	0	0.0840642647884745	0.356143810225275	0.807354922057604	0	0.678071905112638	0.748461233004036	0	0	0	0	0.0285691521967709	0
GTEX-11WQK-3026-SM-5EQL6	GTEX-11WQK-3026-SM-5EQL6	Brain	Brain - Cortex	Normal2	0	0	0	0	0.250961573533219	0.176322772640463	0.0840642647884745	0.286881147788162	0	0	0	1.18269229751619	0	6.85299758761332	1.1243281350022	1.25096157353322	0	0.176322772640463	2.75915583380027	4.0686708106651	0	0.37851162325373	0	1.77399632511117	0	0	0	0.238786859587116	1.7311832415722	1.73984810269933	0.150559676575381	0.641546029087524	0.189033824390017	0	0.475084882948783	0	0.773996325111173	0	0
GTEX-11ZUS-2926-SM-5FQSL	GTEX-11ZUS-2926-SM-5FQSL	Brain	Brain - Cortex	Normal2	0	0	0.0426443374084937	0	0	0.27500704749987	0	0.286881147788162	0	0	0	1.84398384404833	0	5.02680005934372	1.54101915313356	2.58255600301406	1.13750352374994	0	0	3.71918344048179	0	0.948600847493356	0	1.70487196445635	0	0	0	0	0.22650852980868	1.04264433740849	0	0	0.505890929729957	0	0	0.389566811762726	0	1.37851162325373	0.137503523749935
GTEX-12126-1026-SM-5P9JJ	GTEX-12126-1026-SM-5P9JJ	Brain	Brain - Cortex	Normal2	0	0	0.176322772640463	0	0.0143552929770701	0.0840642647884745	0.0976107966264223	0.0143552929770701	0	0.20163386116965	0	0	0	5.79337571126475	2.60169651648096	1.90303827011291	1.38404980679516	0.124328135002202	0.7311832415722	4.07210580048042	0	0.815575428862573	0	1.97819562968165	1.09085343045111	0	0	0	0.321928094887362	1.49569516262407	0	1.02147972741045	0.124328135002202	0	0	0	0	1.44890095114513	0
GTEX-12WSA-2926-SM-5EQ4D	GTEX-12WSA-2926-SM-5EQ4D	Brain	Brain - Cortex	Normal2	0.263034405833794	0	0	0	0	0	0	0.31034012061215	0	0	0	0.575312330687437	0	6.62483200245346	0.887525270741587	0.704871964456353	0	0.0565835283663675	3.28540221886225	3.70708299177171	0	0	0	0.887525270741587	2.40871186102943	0	0	0.575312330687437	0	0.831877241191673	0.0840642647884745	0.367371065648529	0.263034405833794	0	0	0	0.526068811667588	0.321928094887362	0
GTEX-12WSC-3026-SM-5GCNF	GTEX-12WSC-3026-SM-5GCNF	Brain	Brain - Cortex	Normal2	0	0	0	0	0	0.176322772640463	0.0976107966264223	0.20163386116965	0	0.27500704749987	0	1.58976348698498	0	5.93640237772506	1.77820857639809	2.56559717585422	0	0	1.1243281350022	3.88557436437143	0	0.678071905112638	0	1.75702324650746	0	0	0	0	0.238786859587116	1.02856915219677	0.124328135002202	0.367371065648529	0	0	0	0	0.575312330687437	0.75702324650746	0
GTEX-12WSD-3126-SM-5HL7P	GTEX-12WSD-3126-SM-5HL7P	Brain	Brain - Cortex	Normal2	0	0	0.124328135002202	0	0.0840642647884745	0	0.070389327891398	0.298658315564515	0.111031312388744	0	0	1.46988597627446	0	7.0746766862945	0.992768430768924	1.46466826700344	0	0.150559676575381	4.3110671022556	4.15704371014558	0	0.839959587489532	0	1.65992455840238	3.20320115631661	0	0	0.070389327891398	0	1.31614574229336	0	0	0.790772037862	0	0	0	0	2.21412480535285	0
GTEX-12WSH-3026-SM-5CVNI	GTEX-12WSH-3026-SM-5CVNI	Brain	Brain - Cortex	Normal2	0	0	0	0	0.0840642647884745	0	0.0840642647884745	0	0	0	0	0	0	6.22631584933549	2.26903314645524	0.495695162624069	0.985500430304885	0	0.948600847493356	3.70708299177171	0	0.516015147003665	0	1.65535182861255	0	0	0	0	0	0.722466024471091	0	0.604071323668861	0.16349873228288	0	0	0	0	0.411426245726465	0
GTEX-12ZZW-2926-SM-5LZUP	GTEX-12ZZW-2926-SM-5LZUP	Brain	Brain - Cortex	Normal2	0	0	0.150559676575381	0	0	0.137503523749935	0	0.27500704749987	0	0.176322772640463	0	1.54596836910529	0	7.29645740737124	1.71808758396052	1.44890095114513	0.344828496997441	0.070389327891398	4.24336442569366	3.87085786436376	0	0.604071323668861	0	1.33913738491959	0	0	0	0	0	0.263034405833794	0	0.31034012061215	0.31034012061215	0	0	0	0	0.389566811762726	0
GTEX-12ZZX-2926-SM-5GCOQ	GTEX-12ZZX-2926-SM-5GCOQ	Brain	Brain - Cortex	Normal2	0	0	0	0	0	0.27500704749987	0	0.422233000683048	0	0.214124805352847	0	1.81966818349646	0	6.72109918870719	2.44095219802964	3.11769504266975	0	0	2.9126498648972	4.23189316164533	0	1.02856915219677	0	2.01435529297707	0	0	0	0	0	1.18269229751619	0	0.6959938131099	0.575312330687437	0	0	0	0	0.137503523749935	0
GTEX-12ZZY-3026-SM-5GCOU	GTEX-12ZZY-3026-SM-5GCOU	Brain	Brain - Cortex	Normal2	0	0	0	0	0.189033824390017	0.22650852980868	0.0976107966264223	0.189033824390017	0	0	0	0	0	6.29425313644451	2.46988597627446	1.66448284036468	1.35049724708413	0.176322772640463	2.78450398292957	3.98913900736823	0	0.941106310946431	0	1.80322703643493	0	0	0	0	0	1.50080205305716	0	0.344828496997441	0	0	0	0	0	0.0840642647884745	0
GTEX-12ZZZ-3026-SM-5BC67	GTEX-12ZZZ-3026-SM-5BC67	Brain	Brain - Cortex	Normal2	0	0	0	0	0	0.613531652917927	0	0.37851162325373	0	0	0	0	0	6.70597790168252	2.39506279951758	1.37851162325373	1.09085343045111	0.150559676575381	3.60762622084549	4.02059109477325	0	0.839959587489532	0	1.90303827011291	0	0	0.0565835283663675	0	0.545968369105293	0.389566811762726	0	0	0.432959407276106	0	0	0	0	0	0
GTEX-1313W-3126-SM-5LZUI	GTEX-1313W-3126-SM-5LZUI	Brain	Brain - Cortex	Normal2	0	0	0.0285691521967709	0	0	0	0.124328135002202	0.238786859587116	0	0.124328135002202	0	1.08406426478847	0	5.19455988602261	1.92599941855622	2.4276061727819	1.05658352836637	0	0.475084882948783	3.46205231879643	0	0.75702324650746	0	1.51601514700366	0	0	0	0	0	0.6959938131099	0	0	0.27500704749987	0	0	0	0	0.807354922057604	0
GTEX-131XW-3126-SM-5LZUC	GTEX-131XW-3126-SM-5LZUC	Brain	Brain - Cortex	Normal2	0	0	0.214124805352847	0	0	0.111031312388744	0	0.298658315564515	0	0	0	2.01792190799726	0	7.30651744524982	0.516015147003665	1.80322703643493	0	0.137503523749935	4.19140472885276	4.05311133645956	0	0.545968369105293	0	1.53106949272595	4.26753579806874	0	0	0.070389327891398	0.20163386116965	1.01435529297707	0	0.632268215499513	0.584962500721156	0	0	0	0	1.1243281350022	0
GTEX-131YS-3126-SM-5KLYT	GTEX-131YS-3126-SM-5KLYT	Brain	Brain - Cortex	Normal2	0	0	0.111031312388744	0	0.124328135002202	0.238786859587116	0.0976107966264223	0	0	0.070389327891398	0	0	0	5.95210055416844	2.3533232911629	1.92599941855622	0.823749360308273	0	2.05311133645956	4.17791779219584	0	0.815575428862573	0	1.85199883711245	0	0	0	0	0	0.526068811667588	0	0.505890929729957	0.150559676575381	0	0	0	0	0.650764559116902	0
GTEX-132Q8-3026-SM-5PNVG	GTEX-132Q8-3026-SM-5PNVG	Brain	Brain - Cortex	Normal2	0	0	0.298658315564515	0	0.189033824390017	0.189033824390017	0.189033824390017	0.111031312388744	0	0	0	0	0	6.74550626586916	2.11103131238874	1.77820857639809	0.422233000683048	0	3.36317107711924	4.65592421308382	0	1.28095631383106	0	1.94485844580754	4.0496307677246	0	0.070389327891398	0	0.411426245726465	1.70043971814109	0	1.02147972741045	0.831877241191673	0	0	0	0	1.55581615506164	0.124328135002202
GTEX-1399T-3026-SM-5KLZC	GTEX-1399T-3026-SM-5KLZC	Brain	Brain - Cortex	Normal2	0	0	0	0	0.176322772640463	0	0	0	0	0.0840642647884745	0	0	0	6.6000615659686	2.0496307677246	1.77399632511117	0.411426245726465	0.176322772640463	3.5765221379205	4.04439411935845	0	0.53605290024021	0	1.86393845042397	2.81147103052984	0	0	0	0	0.367371065648529	0.176322772640463	0.622930350920177	0	0	0	0	0	1.81147103052984	0
GTEX-139T8-1026-SM-5J2MC	GTEX-139T8-1026-SM-5J2MC	Brain	Brain - Cortex	Normal2	0	0	0	0.0976107966264223	0	0	0.150559676575381	0	0	0	0	0	0	6.61191006735408	2.58255600301406	0.823749360308273	1.48026512205446	0.176322772640463	4.20789285164133	3.56437816856506	0	0.422233000683048	0	0.978195629681652	0	0	0	0	0	0.400537929583729	0.0976107966264223	0.286881147788162	0.505890929729957	0	0	0	0	1.10433665981474	0
GTEX-13FHO-3026-SM-5J1O9	GTEX-13FHO-3026-SM-5J1O9	Brain	Brain - Cortex	Normal2	0	0	0	0	0.16349873228288	0.20163386116965	0.20163386116965	0.176322772640463	0	0.137503523749935	0	1.42223300068305	0	6.30469355747101	2.15380533607904	2.46205231879643	0.150559676575381	0.344828496997441	3.35895882583233	3.78345665436024	0	0.594548549550354	0	1.37295209791183	0	0	0	0	0	0.687060688339892	0	0.622930350920177	0.422233000683048	0	0	0	0	0.485426827170242	0
GTEX-13FHP-3026-SM-5IJBS	GTEX-13FHP-3026-SM-5IJBS	Brain	Brain - Cortex	Normal2	0	0	0.250961573533219	0	0	0	0.0976107966264223	0	0	0	0	0	0	6.30888505741176	2.39780296186249	1.6507645591169	1.55581615506164	0.124328135002202	2.59215800212536	3.56924802986718	0	0.622930350920177	0	1.31034012061215	0	0	0.0426443374084937	0	0	1.1243281350022	0	0.37851162325373	0.565597175854225	0	0	0	0	1.02147972741045	0
GTEX-13FLW-1426-SM-5K7YE	GTEX-13FLW-1426-SM-5K7YE	Brain	Brain - Cortex	Normal2	0	0	0.389566811762726	0	0	0	0	0	0	0.22650852980868	0	0.948600847493356	0	5.82374936030827	2.24488705912353	2.04264433740849	0.070389327891398	0	1.4905701304462	3.42088657497553	0	0.464668267003444	0	1.44890095114513	0	0	0	0.389566811762726	0.27500704749987	0.823749360308273	0.124328135002202	0	0.526068811667588	0	0	0	0	0.0840642647884745	0
GTEX-13FXS-3126-SM-5J2NN	GTEX-13FXS-3126-SM-5J2NN	Brain	Brain - Cortex	Normal2	0	0	0.0143552929770701	0	0.124328135002202	0.214124805352847	0.111031312388744	0	0	0	0	2.17951105027151	0	6.23074100262691	1.22650852980868	3.09254574154357	0	0.0840642647884745	2.06350294230616	4.31903981556254	0	1.61823865559545	0	2.16027483140859	0	0	0	0	0	0.432959407276106	0	0.454175893185802	0.464668267003444	0	0	0	0	0	0.124328135002202
GTEX-13IVO-2926-SM-5L3CZ	GTEX-13IVO-2926-SM-5L3CZ	Brain	Brain - Cortex	Normal2	0	0	0	0	0.0285691521967709	0	0	0.238786859587116	0	0	0	1.07724299893246	0	6.87405920314115	1.11103131238874	1.13093086982645	0	0.0565835283663675	3.37016428054021	4.14730669878029	0	0.516015147003665	0	1.44360665147561	4.10265813136374	0	0	0	0	0.895302621333307	0	0.0565835283663675	0.389566811762726	0	0	0	0	0	0
GTEX-13JUV-2926-SM-5LZX7	GTEX-13JUV-2926-SM-5LZX7	Brain	Brain - Cortex	Normal2	0	0.0976107966264223	0	0	0	0.0840642647884745	0.0840642647884745	0.070389327891398	0	0.150559676575381	0	0	0	6.71699089440494	1.93357263826102	0.6959938131099	1.02856915219677	0.070389327891398	3.18903382439002	4.12928301694497	0	0.137503523749935	0	1.47508488294878	0	0	0	0	0.263034405833794	1.38404980679516	0	0.985500430304885	0.20163386116965	0	0	0	0	0	0
GTEX-13JVG-3126-SM-5L3FH	GTEX-13JVG-3126-SM-5L3FH	Brain	Brain - Cortex	Normal2	0	0	0	0	0.53605290024021	0	0.176322772640463	0	0.137503523749935	0	0	1.37851162325373	0	7.50700173276412	1.55090066464752	1.28095631383106	0.37851162325373	0.0840642647884745	4.00270252037982	4.83995958748953	0	0.53605290024021	0	2.28983446517751	4.72955277045397	0	0.189033824390017	0	1.09761079662642	2.41142624572647	0	1.33913738491959	0.545968369105293	0	0	0.400537929583729	0.799087306074004	0	0
GTEX-13NYB-3026-SM-5IJD7	GTEX-13NYB-3026-SM-5IJD7	Brain	Brain - Cortex	Normal2	0	0	0.400537929583729	0.0976107966264223	0	0	0.0426443374084937	0	0	0	0	1.02147972741045	0	6.43796008833447	1.75274859140713	0.941106310946431	0.839959587489532	0	2.4905701304462	3.55213110825378	0	0.831877241191673	0	1.85996954822103	0	0	0.0565835283663675	0	0	1.07724299893246	0	0.22650852980868	0.454175893185802	0	0	0	0.632268215499513	0	0
GTEX-13NYC-2826-SM-5K7WR	GTEX-13NYC-2826-SM-5K7WR	Brain	Brain - Cortex	Normal2	0	0	0.176322772640463	0	0	0.070389327891398	0.124328135002202	0.0426443374084937	0	0.0840642647884745	0	1.22032995487956	0	6.58781501278806	2.26603689399532	2.46727948045998	1.14404636961671	0.150559676575381	1.87578006306849	4.88166461932035	0	1.26903314645524	0	2.37295209791183	0	0	0	0	0.263034405833794	1.26903314645524	0	1.29865831556452	1	0	0	0	0	1.790772037862	0.150559676575381
GTEX-13NYS-3126-SM-5KLYV	GTEX-13NYS-3126-SM-5KLYV	Brain	Brain - Cortex	Normal2	0	0	0	0	0.31034012061215	0.0565835283663675	0.214124805352847	0	0	0.176322772640463	0	0.855989697308481	0	6.40990003278742	1.97085365434048	2.08406426478847	0.432959407276106	0.070389327891398	2.85399564717639	4.84398384404833	0	1.32192809488736	0	2.45154083301783	2.67129337248158	0	0	0	0.20163386116965	1.62760683812965	0.0976107966264223	1.32192809488736	1.23266075679027	0	0	0	0.565597175854225	0	0.111031312388744
GTEX-13O3O-3126-SM-5KM3H	GTEX-13O3O-3126-SM-5KM3H	Brain	Brain - Cortex	Normal2	0	0	0.214124805352847	0.263034405833794	0	0	0	0.150559676575381	0	0	0	0.739848102699327	0	6.43929068104202	1.84799690655495	1.26903314645524	0.773996325111173	0.070389327891398	3.17152710603881	3.84197311892718	0	0.485426827170242	0	1.64616265715789	0	0	0	0	0.454175893185802	1.14404636961671	0.111031312388744	0.333423733725192	0.389566811762726	0	0	0	0	0.941106310946431	0
GTEX-13O3Q-2926-SM-5KM45	GTEX-13O3Q-2926-SM-5KM45	Brain	Brain - Cortex	Normal2	0	0	0.20163386116965	0.0840642647884745	0	0.111031312388744	0	0	0	0	0	1.31034012061215	0	6.34890516116841	2.14730669878029	2.02147972741045	0.6959938131099	0.070389327891398	2.55090066464752	3.78135971352466	0	0.604071323668861	0	1.61823865559545	0	0	0	0.575312330687437	0.464668267003444	0.464668267003444	0	0.641546029087524	0.22650852980868	0	0	0	0	1.15704371014558	0
GTEX-13OVH-3026-SM-5MR4N	GTEX-13OVH-3026-SM-5MR4N	Brain	Brain - Cortex	Normal2	0	0	0	0	0	0.22650852980868	0.0565835283663675	0.298658315564515	0	0.0840642647884745	0	1.20163386116965	0	6.70043971814109	2.22032995487956	2.22342254993494	1.09761079662642	0.0565835283663675	2.21101219348551	4.06608919045777	0	0.613531652917927	0	1.66448284036468	2.17312743348066	0	0	0.678071905112638	0	1.17632277264046	0.111031312388744	0	0	0	0	0	0	1.6915341649192	0
GTEX-13OVJ-2826-SM-5L3GW	GTEX-13OVJ-2826-SM-5L3GW	Brain	Brain - Cortex	Normal2	0	0.150559676575381	0	0	0.0840642647884745	0.189033824390017	0.20163386116965	0	0.321928094887362	0	0	1.23266075679027	0	7.67877617412388	2.50080205305716	1.60880924267552	1.20163386116965	0	5.5270077606372	4.07124781946144	0	0.389566811762726	0	1.72683121703249	1.70487196445635	0	0	0.863938450423971	0.887525270741587	1.81557542886257	0.124328135002202	0.214124805352847	0.298658315564515	0	0	0	0.722466024471091	1.28095631383106	0
GTEX-13OW6-3026-SM-5J2MI	GTEX-13OW6-3026-SM-5J2MI	Brain	Brain - Cortex	Normal2	0	0	0.176322772640463	0	0	0	0.137503523749935	0.333423733725192	0	0	0	0	0	6.92005505480697	2.70265754339091	2.27798474729977	0.910732661902913	0	3.99909803370561	4.06004738366994	0	1.13750352374994	0	1.91073266190291	0	0	0	0	0.263034405833794	1.44890095114513	0	0.411426245726465	0.238786859587116	0	0	0	0	0.286881147788162	0.150559676575381
GTEX-13OW7-3026-SM-5L3GY	GTEX-13OW7-3026-SM-5L3GY	Brain	Brain - Cortex	Normal2	0	0	0	0	0.238786859587116	0	0	0	0	0	0	0.389566811762726	0	7.00898878322726	1.72683121703249	1.41142624572647	0	0.070389327891398	4.33556900555675	3.75702324650746	0	0.594548549550354	0	1.37851162325373	0	0	0	0	0.526068811667588	1.0703893278914	0	0.27500704749987	1.18269229751619	0	0	0	0	0	0
GTEX-13OW8-2826-SM-5L3GC	GTEX-13OW8-2826-SM-5L3GC	Brain	Brain - Cortex	Normal2	0	0	0.298658315564515	0	0.150559676575381	0	0.150559676575381	0.31034012061215	0	0.344828496997441	0	1.50080205305716	0	6.58120058192496	1.77399632511117	1.790772037862	0	0.298658315564515	3.05658352836637	3.90785207184596	0	0.505890929729957	0	1.86393845042397	2.13093086982645	0	0	0	0.432959407276106	1.13750352374994	0	0.565597175854225	0.678071905112638	0	0	0	0	0	0
GTEX-13PL6-3126-SM-5LUAR	GTEX-13PL6-3126-SM-5LUAR	Brain	Brain - Cortex	Normal2	0	0	0	0	0.0426443374084937	0	0.286881147788162	0	0	0	0	0	0	6.93545974780529	2.23572705983806	0.66902676550963	1.29865831556452	0	3.02680005934372	4.1243281350022	0	0.632268215499513	0	1.64154602908752	0	0	0	0	0	1.05658352836637	0	0	0.367371065648529	0	0	0	0	0	0
GTEX-13PVQ-3026-SM-5SI93	GTEX-13PVQ-3026-SM-5SI93	Brain	Brain - Cortex	Normal2	0	0	0	0	0.16349873228288	0.0565835283663675	0.124328135002202	0.0565835283663675	0	0	0	0	0	6.42341009326961	1.58014548442338	0.722466024471091	0.516015147003665	0.137503523749935	2.19849415363908	3.38266725274504	0	0.422233000683048	0	1.31034012061215	1.86393845042397	0	0	0	0.464668267003444	0.713695814843359	0.0840642647884745	0.263034405833794	0.137503523749935	0	0	0	0	1.49569516262407	0
GTEX-13QIC-2926-SM-5J2NF	GTEX-13QIC-2926-SM-5J2NF	Brain	Brain - Cortex	Normal2	0.0143552929770701	0	0	0	0.176322772640463	0.189033824390017	0	0.263034405833794	0	0	0	0	0	5.98344969074012	2.71369581484336	0.176322772640463	1.41683974191283	0.0565835283663675	2.40871186102943	4.17072627613155	0	0.622930350920177	0	1.9297909977186	0	0	0.0565835283663675	0.189033824390017	0	0.7311832415722	0.0976107966264223	0	0.565597175854225	0	0.22650852980868	0	0	0	0
GTEX-13S7M-3126-SM-5RQJQ	GTEX-13S7M-3126-SM-5RQJQ	Brain	Brain - Cortex	Normal2	0	0	0	0	0.111031312388744	0.0976107966264223	0.124328135002202	0.31034012061215	0	0.137503523749935	0	0	0	6.93310047493137	1.96347412397489	1.16992500144231	0	0.20163386116965	2.52606881166759	3.96162332828694	0	0.432959407276106	0	1.50080205305716	0	0	0	0	0.495695162624069	1.58976348698498	0	0.16349873228288	0.604071323668861	0	0	0	0.773996325111173	0.871843648509318	0
GTEX-13SLX-3126-SM-5S2Q5	GTEX-13SLX-3126-SM-5S2Q5	Brain	Brain - Cortex	Normal2	0	0	0	0	0.176322772640463	0	0.0976107966264223	0	0	0	0	0.895302621333307	0	5.10852445677817	2.12101540096137	1.91073266190291	0	0.0976107966264223	1.04264433740849	3.44757919654888	0	0.650764559116902	0	1.68706068833989	0	0	0	0	0.31034012061215	0.799087306074004	0.137503523749935	0	0.422233000683048	0	0	0	0	0.722466024471091	0
GTEX-13VXU-2926-SM-5LU5C	GTEX-13VXU-2926-SM-5LU5C	Brain	Brain - Cortex	Normal2	0	0	0.27500704749987	0	0	0.0143552929770701	0	0	0	0	0	1.47508488294878	0	5.45252954467793	1.66448284036468	2.40599235967584	0	0.176322772640463	0.55581615506164	3.67807190511264	0	0.505890929729957	0	1.70929063572336	0	0	0.0565835283663675	0	0.238786859587116	1.13093086982645	0	0.485426827170242	0.176322772640463	0	0.22650852980868	0	0	0	0.137503523749935
GTEX-13X6J-3026-SM-5Q5CU	GTEX-13X6J-3026-SM-5Q5CU	Brain	Brain - Cortex	Normal2	0	0	0	0	0.070389327891398	0	0	0	0	0	0	1.33913738491959	0	6.61264737765832	1.21412480535285	1.81966818349646	0	0.333423733725192	2.90496571868403	3.22032995487956	0	0.356143810225275	0	1.19534759832222	0	0	0	0	0	0.678071905112638	0	0.27500704749987	0.137503523749935	0	0	0	0	0	0
GTEX-13X6K-2926-SM-5Q5D5	GTEX-13X6K-2926-SM-5Q5D5	Brain	Brain - Cortex	Normal2	0	0	0	0	0.286881147788162	0	0	0.070389327891398	0.0976107966264223	0	0	1.32192809488736	0	7.38111029409905	1.64154602908752	1.87184364850932	0.575312330687437	0.111031312388744	3.83086375675176	3.83289001416474	0	0.650764559116902	0	1.53106949272595	0	0	0	0.0143552929770701	0.20163386116965	1.29278174922785	0	0	0.650764559116902	0	0	0	0	0.53605290024021	0
GTEX-1445S-3026-SM-5O9BR	GTEX-1445S-3026-SM-5O9BR	Brain	Brain - Cortex	Normal2	0	0	0.298658315564515	0	0	0	0.0426443374084937	0	0	0.137503523749935	0	1.05658352836637	0	6.92718535782637	1.63226821549951	1.14404636961671	0	0	3.04614178164472	3.67016051412663	0	0.31034012061215	0	1.35049724708413	0	0	0	0	0.189033824390017	1.7311832415722	0	0.321928094887362	0	0	0	0	0	0.443606651475615	0.0976107966264223
GTEX-144FL-3026-SM-5O99C	GTEX-144FL-3026-SM-5O99C	Brain	Brain - Cortex	Normal2	0	0	0.454175893185802	0	0	0.150559676575381	0.124328135002202	0	0	0	0	1.39506279951758	0	6.92481250360578	2.52606881166759	2.06004738366994	0	0.545968369105293	4.3743439890385	4.78972925137577	0	0.356143810225275	0	1.58976348698498	3.52481592835751	0	0	0.111031312388744	0	1.06350294230616	0.111031312388744	0.871843648509318	1.13750352374994	0	0	0	0	1.20163386116965	0
GTEX-144GL-3026-SM-5Q5CW	GTEX-144GL-3026-SM-5Q5CW	Brain	Brain - Cortex	Normal2	0	0	0.0840642647884745	0	0	0	0.137503523749935	0.111031312388744	0	0.0976107966264223	0	0	0	7.05419729438881	2.46727948045998	1.58014548442338	1.41142624572647	0.0565835283663675	3.07553263116736	4.04001567884788	0	1.14404636961671	0	1.84799690655495	2.83390207666916	0	0	0	0	0.925999418556223	0.0976107966264223	0	0.27500704749987	0	0	0.238786859587116	0	0	0
GTEX-145LS-3126-SM-5Q5BY	GTEX-145LS-3126-SM-5Q5BY	Brain	Brain - Cortex	Normal2	0	0	0	0	0.400537929583729	0.0840642647884745	0	0.400537929583729	0	0	0	0.545968369105293	0	6.53044535469291	2.26903314645524	1.71808758396052	0.765534746362977	0.070389327891398	3.72137265947682	4.22187708107703	0	0.895302621333307	0	1.87578006306849	3.0703893278914	0	0	0	0	0.933572638261024	0.214124805352847	0.594548549550354	0.214124805352847	0	0	0	0	0	0.27500704749987
GTEX-145MF-2726-SM-5O995	GTEX-145MF-2726-SM-5O995	Brain	Brain - Cortex	Normal2	0.250961573533219	0	0	0	0	0	0	0.111031312388744	0	0	0	0.956056652412403	0	6.75087443965685	2.27202318906105	1.96347412397489	1.50080205305716	0.189033824390017	4.0036022366802	3.60999129521268	0	0.495695162624069	0	1.88362081628567	0	0	0	0	0.411426245726465	1.1243281350022	0.124328135002202	0.575312330687437	0.887525270741587	0	0	0	0	0	0
GTEX-145MG-3026-SM-5RQJA	GTEX-145MG-3026-SM-5RQJA	Brain	Brain - Cortex	Normal2	0	0	0.189033824390017	0	0	0.137503523749935	0.0565835283663675	0	0	0.111031312388744	0	0.918386234446348	0	6.35561538275796	1.76977173924945	1.23266075679027	0	0	2.26002565596146	3.96993327469786	0	0.687060688339892	0	1.6959938131099	0	0	0	0	0	1.03562390973072	0	0.389566811762726	0.238786859587116	0	0	0	0.790772037862	0.622930350920177	0
GTEX-145MH-3026-SM-5Q5DZ	GTEX-145MH-3026-SM-5Q5DZ	Brain	Brain - Cortex	Normal2	0	0	0.20163386116965	0	0	0	0	0	0	0	0	1.0496307677246	0	6.05680026314344	2.33913738491959	2.0071955014042	1.90303827011291	0	0	3.83995958748953	0	0.687060688339892	0	1.86393845042397	0	0	0	0.150559676575381	0.20163386116965	1.04264433740849	0	0.871843648509318	0.432959407276106	0	0	0	0	0.799087306074004	0
GTEX-147GR-3026-SM-5S2ML	GTEX-147GR-3026-SM-5S2ML	Brain	Brain - Cortex	Normal2	0	0	0	0	0.137503523749935	0	0	0.124328135002202	0	0	0	0.815575428862573	0	6.67948009950545	1.66902676550963	1.13093086982645	0	0.0565835283663675	2.38128337250378	3.3305584000308	0	0.495695162624069	0	1.37295209791183	0	0	0	0	0	0.7311832415722	0	0.189033824390017	0	0	0	0	0	0	0
